UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rad/s],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
971,L48150,0,295.8,306.5,164.2005760276265,35.1,111,0,0,0,0,0,0
972,L48151,0,295.9,306.6,163.04865872131026,41.1,113,0,0,0,0,0,0
973,L48152,0,295.8,306.6,172.15927741672067,35.2,115,0,0,0,0,0,0
974,L48153,0,295.9,306.6,175.82446884590874,30.4,117,0,0,0,0,0,0
975,L48154,0,296.0,306.6,158.2315499858059,35.2,119,0,0,0,0,0,0
976,M15835,1,296.0,306.6,170.4837613348061,36.8,121,0,0,0,0,0,0
977,M15836,1,296.0,306.6,145.7698991265664,51.3,124,0,0,0,0,0,0
978,L48157,0,296.0,306.7,200.7477705643878,21.0,127,0,0,0,0,0,0
979,M15838,1,296.2,306.8,159.80234631260083,42.3,129,0,0,0,0,0,0
980,L48159,0,296.2,306.8,145.4557398612074,53.3,132,0,0,0,0,0,0
981,L48160,0,296.1,306.7,147.5501349636006,42.8,134,0,0,0,0,0,0
982,L48161,0,296.2,306.8,173.31119472303692,31.1,136,0,0,0,0,0,0
983,L48162,0,296.2,306.9,158.7551487614042,39.1,138,0,0,0,0,0,0
984,L48163,0,296.2,306.9,159.80234631260083,34.9,140,0,0,0,0,0,0
985,L48164,0,296.3,307.1,148.59733251479722,48.6,142,0,0,0,0,0,0
986,L48165,0,296.4,307.2,183.0501319491653,25.3,144,0,0,0,0,0,0
987,H30400,2,296.4,307.1,171.5309588860027,32.5,146,0,0,0,0,0,0
988,M15847,1,296.3,307.1,160.6401043535581,33.8,151,0,0,0,0,0,0
989,H30402,2,296.3,307.1,185.77284558227643,25.9,154,0,0,0,0,0,0
990,M15849,1,296.2,307.0,221.90116109855904,18.3,159,0,0,0,0,0,0
991,L48170,0,296.2,307.0,148.0737337391989,48.3,162,0,0,0,0,0,0
992,M15851,1,296.1,307.0,159.48818704724184,42.0,164,0,0,0,0,0,0
993,L48172,0,296.1,307.1,172.89231570255828,35.7,167,0,0,0,0,0,0
994,M15853,1,296.1,307.1,155.50883635269477,36.0,169,0,0,0,0,0,0
995,M15854,1,296.2,307.2,122.31267397976261,63.4,172,0,0,0,0,0,0
996,L48175,0,296.3,307.3,163.9911365173872,35.8,175,0,0,0,0,0,0
997,M15856,1,296.3,307.2,134.66960508388246,51.1,177,0,0,0,0,0,0
998,M15857,1,296.3,307.2,151.42476590302803,45.9,180,0,0,0,0,0,0
999,M15858,1,296.4,307.2,216.8746128528154,19.4,183,0,0,0,0,0,0
1000,L48179,0,296.3,307.1,163.36281798666923,33.2,186,0,0,0,0,0,0
1001,L48180,0,296.3,307.1,173.20647496791725,29.6,188,0,0,0,0,0,0
1002,L48181,0,296.3,307.1,174.04423300887453,32.9,190,0,0,0,0,0,0
1003,L48182,0,296.3,307.2,172.36871692696,35.0,192,0,0,0,0,0,0
1004,L48183,0,296.2,307.1,151.21532639278868,46.7,194,0,0,0,0,0,0
1005,H30418,2,296.3,307.2,149.12093129039553,42.0,196,0,0,0,0,0,0
1006,L48185,0,296.2,307.2,144.7227015753698,52.0,201,0,0,0,0,0,0
1007,L48186,0,296.2,307.1,147.96901398407925,53.4,203,0,0,0,0,0,0
1008,M15867,1,296.2,307.2,171.00736011040442,31.1,0,0,0,0,0,0,0
1009,L48188,0,296.2,307.1,150.90116712742974,41.7,3,0,0,0,0,0,0
1010,M15869,1,296.2,307.2,145.0368608407288,44.0,5,0,0,0,0,0,0
1011,M15870,1,296.2,307.2,162.52505994571194,34.8,8,0,0,0,0,0,0
1012,M15871,1,296.2,307.3,151.94836467862632,42.8,11,0,0,0,0,0,0
1013,M15872,1,296.1,307.1,150.06340908647243,38.5,14,0,0,0,0,0,0
1014,M15873,1,296.1,307.2,169.54128353872918,29.7,17,0,0,0,0,0,0
1015,L48194,0,296.2,307.2,151.32004614790836,41.8,20,0,0,0,0,0,0
1016,L48195,0,296.2,307.2,141.99998794225863,43.6,22,0,0,0,0,0,0
1017,M15876,1,296.3,307.2,138.12535700283124,68.3,24,1,0,0,1,0,0
1018,L48197,0,296.3,307.2,171.42623913088303,31.6,27,0,0,0,0,0,0
1019,L48198,0,296.3,307.2,135.19320385948078,58.6,29,0,0,0,0,0,0
1020,L48199,0,296.3,307.3,146.39821765728436,52.7,31,0,0,0,0,0,0
1021,L48200,0,296.3,307.3,143.67550402417322,57.7,33,0,0,0,0,0,0
1022,M15881,1,296.3,307.2,152.26252394398531,42.5,35,0,0,0,0,0,0
1023,L48202,0,296.2,307.2,158.65042900628455,36.5,38,0,0,0,0,0,0
1024,L48203,0,296.2,307.3,196.97785938008005,24.3,40,0,0,0,0,0,0
1025,L48204,0,296.2,307.3,179.17550100973784,29.9,42,0,0,0,0,0,0
1026,L48205,0,296.2,307.3,154.46163880149817,37.0,44,0,0,0,0,0,0
1027,L48206,0,296.4,307.4,158.3362697409256,36.8,46,0,0,0,0,0,0
1028,M15887,1,296.3,307.4,139.8008730847458,50.5,48,0,0,0,0,0,0
1029,L48208,0,296.3,307.4,154.14747953613917,39.9,51,0,0,0,0,0,0
1030,M15889,1,296.2,307.3,154.67107831173746,35.2,53,0,0,0,0,0,0
1031,L48210,0,296.3,307.4,184.30676901060122,28.4,56,0,0,0,0,0,0
1032,L48211,0,296.4,307.5,162.21090068035298,36.1,58,0,0,0,0,0,0
1033,L48212,0,296.3,307.4,172.57815643719928,34.0,60,0,0,0,0,0,0
1034,H30447,2,296.4,307.5,162.94393896619061,38.0,62,0,0,0,0,0,0
1035,M15894,1,296.3,307.4,205.04128052429382,19.1,67,0,0,0,0,0,0
1036,L48215,0,296.4,307.4,146.92181643288265,48.4,70,0,0,0,0,0,0
1037,M15896,1,296.4,307.5,176.34806762150706,31.4,72,0,0,0,0,0,0
1038,H30451,2,296.4,307.5,167.13272917097697,35.1,75,0,0,0,0,0,0
1039,L48218,0,296.6,307.6,156.87019316925034,41.1,80,0,0,0,0,0,0
1040,L48219,0,296.7,307.7,159.59290680236148,36.8,82,0,0,0,0,0,0
1041,L48220,0,296.7,307.7,157.28907218972896,43.9,84,0,0,0,0,0,0
1042,L48221,0,296.6,307.6,189.43803701146453,25.1,86,0,0,0,0,0,0
1043,L48222,0,296.6,307.6,161.47786239451537,37.4,88,0,0,0,0,0,0
1044,L48223,0,296.5,307.6,149.8539695762331,45.2,90,0,0,0,0,0,0
1045,L48224,0,296.5,307.6,158.3362697409256,43.6,92,0,0,0,0,0,0
1046,H30459,2,296.4,307.5,146.92181643288265,52.8,94,0,0,0,0,0,0
1047,L48226,0,296.4,307.5,139.38199406426713,47.8,99,0,0,0,0,0,0
1048,M15907,1,296.6,307.7,154.35691904637852,52.6,101,0,0,0,0,0,0
1049,L48228,0,296.5,307.6,168.28464647729325,33.5,104,0,0,0,0,0,0
1050,L48229,0,296.5,307.6,148.17845349431857,44.2,106,0,0,0,0,0,0
1051,L48230,0,296.6,307.6,174.98671080495149,28.8,108,0,0,0,0,0,0
1052,L48231,0,296.6,307.7,162.94393896619061,37.7,110,0,0,0,0,0,0
1053,L48232,0,296.7,307.7,201.79496811558437,23.9,112,0,0,0,0,0,0
1054,M15913,1,296.7,307.7,167.23744892609665,32.1,114,0,0,0,0,0,0
1055,H30468,2,296.8,307.8,170.37904157968646,30.5,117,0,0,0,0,0,0
1056,L48235,0,296.8,307.8,154.98523757709646,39.4,122,0,0,0,0,0,0
1057,L48236,0,296.8,307.8,163.88641676226752,39.5,124,0,0,0,0,0,0
1058,L48237,0,296.8,307.8,164.72417480322483,36.4,126,0,0,0,0,0,0
1059,L48238,0,296.7,307.8,168.07520696705393,31.3,128,0,0,0,0,0,0
1060,M15919,1,296.7,307.9,196.2448210942424,21.3,130,0,0,0,0,0,0
1061,H30474,2,296.7,307.9,149.12093129039553,53.8,133,0,0,0,0,0,0
1062,L48241,0,296.7,307.9,148.70205226991686,50.1,138,0,0,0,0,0,0
1063,L48242,0,296.8,307.9,143.67550402417322,49.0,140,0,0,0,0,0,0
1064,M15923,1,296.8,307.8,174.25367251911388,32.8,142,0,0,0,0,0,0
1065,M15924,1,296.8,307.9,147.5501349636006,44.3,145,0,0,0,0,0,0
1066,L48245,0,296.8,307.9,179.90853929557548,25.2,148,0,0,0,0,0,0
1067,M15926,1,296.9,307.8,161.6873019047547,40.3,150,0,0,0,0,0,0
1068,L48247,0,296.9,307.8,153.5191610054212,45.7,153,0,0,0,0,0,0
1069,L48248,0,296.8,307.8,145.97933863680572,47.7,155,0,0,0,0,0,0
1070,M15929,1,296.9,307.8,192.684349420174,24.6,157,0,0,0,0,0,0
1071,M15930,1,296.9,307.8,154.67107831173746,37.2,160,0,0,0,0,0,0
1072,L48251,0,296.9,307.8,149.22565104551515,49.1,163,0,0,0,0,0,0
1073,M15932,1,297.0,307.9,148.0737337391989,46.2,165,0,0,0,0,0,0
1074,L48253,0,297.0,307.8,148.0737337391989,47.5,168,0,0,0,0,0,0
1075,L48254,0,297.0,307.9,167.02800941585735,31.7,170,0,0,0,0,0,0
1076,H30489,2,296.9,307.8,140.84807063594238,54.5,172,0,0,0,0,0,0
1077,L48256,0,296.9,307.7,173.10175521279757,35.9,177,0,0,0,0,0,0
1078,L48257,0,296.8,307.6,162.00146117011366,36.5,179,0,0,0,0,0,0
1079,H30492,2,296.9,307.7,173.41591447815657,30.8,181,0,0,0,0,0,0
1080,L48259,0,297.0,307.7,181.26989611213105,28.5,186,0,0,0,0,0,0
1081,L48260,0,297.0,307.8,185.77284558227643,28.0,188,0,0,0,0,0,0
1082,L48261,0,297.0,307.8,159.2787475370025,40.2,190,0,0,0,0,0,0
1083,H30496,2,297.1,307.9,148.70205226991686,39.8,192,0,0,0,0,0,0
1084,L48263,0,297.0,307.8,176.2433478663874,32.3,197,0,0,0,0,0,0
1085,M15944,1,297.0,307.7,156.87019316925034,47.1,199,0,0,0,0,0,0
1086,L48265,0,297.0,307.8,145.0368608407288,56.4,202,1,0,0,0,1,0
1087,L48266,0,297.0,307.9,152.36724369910496,49.0,204,0,0,0,0,0,0
1088,H30501,2,296.9,307.8,162.21090068035298,35.8,206,1,1,0,0,0,0
1089,M15948,1,296.9,307.8,145.7698991265664,43.9,0,0,0,0,0,0,0
1090,M15949,1,296.9,307.7,210.27726828027684,17.5,3,0,0,0,0,0,0
1091,L48270,0,296.9,307.7,153.3097214951819,41.4,6,0,0,0,0,0,0
1092,L48271,0,297.0,307.7,151.52948565814768,46.4,8,0,0,0,0,0,0
1093,M15952,1,296.9,307.6,176.4527873766267,32.0,10,0,0,0,0,0,0
1094,M15953,1,296.8,307.5,151.11060663766906,39.2,13,0,0,0,0,0,0
1095,L48274,0,296.9,307.5,141.79054843201934,44.4,16,0,0,0,0,0,0
1096,L48275,0,296.9,307.5,284.94245368059427,9.3,18,1,0,0,1,0,0
1097,L48276,0,297.0,307.6,175.92918860102841,35.8,20,0,0,0,0,0,0
1098,H30511,2,296.9,307.5,146.2934979021647,48.3,22,0,0,0,0,0,0
1099,M15958,1,296.9,307.4,159.2787475370025,37.9,27,0,0,0,0,0,0
1100,M15959,1,296.8,307.4,154.14747953613917,43.9,30,0,0,0,0,0,0
1101,H30514,2,296.8,307.5,177.4999849278233,30.0,33,0,0,0,0,0,0
1102,H30515,2,296.7,307.5,168.28464647729325,33.6,38,0,0,0,0,0,0
1103,L48282,0,296.8,307.5,141.05751014618173,54.8,43,0,0,0,0,0,0
1104,M15963,1,296.7,307.4,161.26842288427605,38.7,45,0,0,0,0,0,0
1105,L48284,0,296.6,307.4,145.4557398612074,42.7,48,0,0,0,0,0,0
1106,M15965,1,296.6,307.5,181.58405537749005,27.0,50,0,0,0,0,0,0
1107,L48286,0,296.7,307.6,161.26842288427605,38.6,53,0,0,0,0,0,0
1108,M15967,1,296.7,307.5,158.65042900628455,42.1,55,0,0,0,0,0,0
1109,L48288,0,296.6,307.4,157.4985116999683,45.8,58,0,0,0,0,0,0
1110,L48289,0,296.6,307.5,163.04865872131026,35.1,60,0,0,0,0,0,0
1111,L48290,0,296.5,307.4,135.29792361460042,52.5,62,0,0,0,0,0,0
1112,H30525,2,296.5,307.4,149.9586893313528,49.2,64,0,0,0,0,0,0
1113,M15972,1,296.5,307.4,141.3716694115407,55.6,69,0,0,0,0,0,0
1114,M15973,1,296.6,307.4,187.448361664191,25.8,72,0,0,0,0,0,0
1115,H30528,2,296.4,307.3,161.26842288427605,37.4,75,0,0,0,0,0,0
1116,M15975,1,296.4,307.3,217.50293138353334,19.1,80,0,0,0,0,0,0
1117,L48296,0,296.4,307.3,155.7182758629341,37.5,83,0,0,0,0,0,0
1118,L48297,0,296.5,307.4,159.48818704724184,40.7,85,0,0,0,0,0,0
1119,L48298,0,296.5,307.5,151.11060663766906,41.8,87,0,0,0,0,0,0
1120,L48299,0,296.5,307.5,140.3244718603441,59.1,89,0,0,0,0,0,0
1121,H30534,2,296.6,307.7,173.20647496791725,31.0,91,0,0,0,0,0,0
1122,L48301,0,296.6,307.6,152.7861227195836,40.2,96,0,0,0,0,0,0
1123,L48302,0,296.5,307.6,161.3731426393957,38.5,98,0,0,0,0,0,0
1124,H30537,2,296.6,307.7,145.14158059584844,62.3,100,1,0,0,1,0,0
1125,M15984,1,296.7,307.8,131.737451940532,69.0,105,1,0,0,1,0,0
1126,M15985,1,296.7,307.8,143.98966328953216,51.4,108,0,0,0,0,0,0
1127,L48306,0,296.8,307.9,178.65190223413956,30.8,111,0,0,0,0,0,0
1128,M15987,1,296.7,307.8,175.09143056007116,32.4,113,0,0,0,0,0,0
1129,M15988,1,296.8,307.9,192.99850868553295,25.2,116,0,0,0,0,0,0
1130,L48309,0,296.7,307.9,176.97638615222502,29.6,119,0,0,0,0,0,0
1131,L48310,0,296.8,307.9,147.96901398407925,46.5,121,0,0,0,0,0,0
1132,L48311,0,296.8,307.9,155.92771537317338,33.4,123,0,0,0,0,0,0
1133,L48312,0,296.8,307.9,133.09880875708757,61.4,125,0,0,0,0,0,0
1134,M15993,1,296.8,307.9,148.49261275967757,47.9,127,0,0,0,0,0,0
1135,M15994,1,296.9,307.8,149.33037080063482,50.7,130,0,0,0,0,0,0
1136,L48315,0,296.9,307.9,160.74482410867773,39.2,133,0,0,0,0,0,0
1137,L48316,0,296.9,307.8,163.04865872131026,38.1,135,0,0,0,0,0,0
1138,L48317,0,296.9,307.8,173.10175521279757,29.7,137,0,0,0,0,0,0
1139,L48318,0,296.9,307.9,150.27284859671178,41.6,139,0,0,0,0,0,0
1140,M15999,1,297.0,307.9,164.30529578274619,33.3,141,0,0,0,0,0,0
1141,M16000,1,296.9,307.9,145.0368608407288,44.8,144,0,0,0,0,0,0
1142,L48321,0,297.0,307.9,171.2167996206437,31.6,147,0,0,0,0,0,0
1143,L48322,0,296.9,307.9,149.01621153527586,43.9,149,0,0,0,0,0,0
1144,L48323,0,297.0,307.9,154.8805178219768,39.2,151,0,0,0,0,0,0
1145,L48324,0,297.0,307.9,135.71680263507906,69.1,153,1,0,0,1,0,0
1146,L48325,0,297.0,307.8,162.62977970083162,33.3,155,0,0,0,0,0,0
1147,L48326,0,297.0,307.9,160.1165055779598,42.2,157,0,0,0,0,0,0
1148,M16007,1,297.1,308.0,176.97638615222502,25.6,159,0,0,0,0,0,0
1149,L48328,0,297.1,308.0,141.16222990130137,58.0,162,0,0,0,0,0,0
1150,L48329,0,297.2,308.1,151.42476590302803,38.5,164,0,0,0,0,0,0
1151,L48330,0,297.1,307.9,152.47196345422464,50.0,166,0,0,0,0,0,0
1152,L48331,0,297.0,307.9,141.3716694115407,47.7,168,0,0,0,0,0,0
1153,L48332,0,297.1,307.9,157.8126709653273,38.3,170,0,0,0,0,0,0
1154,H30567,2,297.0,307.9,151.63420541326735,45.6,172,0,0,0,0,0,0
1155,L48334,0,296.9,307.9,170.27432182456678,29.9,177,0,0,0,0,0,0
1156,H30569,2,297.0,307.9,193.31266795089192,27.3,179,0,0,0,0,0,0
1157,H30570,2,297.0,307.8,147.02653618800232,40.7,184,0,0,0,0,0,0
1158,L48337,0,297.0,307.8,165.77137235442143,37.2,189,0,0,0,0,0,0
1159,L48338,0,297.0,307.9,150.37756835183143,47.7,191,0,0,0,0,0,0
1160,L48339,0,297.0,307.8,168.49408598753254,35.6,193,0,0,0,0,0,0
1161,H30574,2,297.0,307.7,192.05603088945603,23.8,195,0,0,0,0,0,0
1162,L48341,0,297.0,307.8,137.81119773747227,61.2,200,1,0,0,0,1,0
1163,L48342,0,296.9,307.8,146.60765716752366,57.1,202,1,0,0,0,1,0
1164,L48343,0,296.9,307.9,143.1519052485749,47.1,204,0,0,0,0,0,0
1165,L48344,0,297.1,308.1,183.67845047988325,30.3,206,0,0,0,0,0,0
1166,L48345,0,297.1,308.1,155.7182758629341,34.6,208,0,0,0,0,0,0
1167,M16026,1,297.1,308.1,157.70795121020763,37.7,210,0,0,0,0,0,0
1168,L48347,0,297.0,308.1,142.6283064729766,52.5,213,1,0,0,0,1,0
1169,L48348,0,297.1,308.1,165.87609210954108,36.8,215,0,0,0,0,0,0
1170,L48349,0,297.0,308.1,141.89526818713898,43.7,217,0,0,0,0,0,0
1171,M16030,1,297.1,308.1,190.90411358313978,24.3,219,0,0,0,0,0,0
1172,H30585,2,297.0,308.1,158.85986851652387,41.4,222,0,0,0,0,0,0
1173,L48352,0,297.1,308.1,151.42476590302803,36.6,227,0,0,0,0,0,0
1174,H30587,2,297.1,308.0,163.25809823154958,38.8,229,0,0,0,0,0,0
1175,M16034,1,297.1,308.1,141.58110892178001,44.4,0,0,0,0,0,0,0
1176,M16035,1,297.2,308.3,165.24777357882311,37.8,3,0,0,0,0,0,0
1177,M16036,1,297.2,308.3,149.64453006599382,42.0,6,0,0,0,0,0,0
1178,M16037,1,297.2,308.3,167.97048721193426,39.4,9,0,0,0,0,0,0
1179,L48358,0,297.3,308.5,146.39821765728436,60.4,12,0,0,0,0,0,0
1180,L48359,0,297.3,308.4,150.90116712742974,43.4,14,0,0,0,0,0,0
1181,H30594,2,297.3,308.4,160.32594508819912,35.6,16,0,0,0,0,0,0
1182,L48361,0,297.2,308.3,144.40854231001083,52.1,21,0,0,0,0,0,0
1183,L48362,0,297.3,308.3,147.6548547187203,48.1,23,0,0,0,0,0,0
1184,L48363,0,297.3,308.4,158.44098949604523,40.5,25,0,0,0,0,0,0
1185,L48364,0,297.3,308.5,156.76547341413067,47.5,27,0,0,0,0,0,0
1186,L48365,0,297.3,308.4,156.1371548834127,46.5,29,0,0,0,0,0,0
1187,L48366,0,297.3,308.4,148.3878930045579,47.8,31,0,0,0,0,0,0
1188,M16047,1,297.4,308.6,159.38346729212216,38.0,33,0,0,0,0,0,0
1189,L48368,0,297.3,308.4,140.21975210522444,52.1,36,0,0,0,0,0,0
1190,M16049,1,297.2,308.3,187.8672406846696,27.5,38,0,0,0,0,0,0
1191,L48370,0,297.2,308.4,152.89084247470328,42.1,41,0,0,0,0,0,0
1192,M16051,1,297.2,308.3,185.98228509251575,28.0,43,0,0,0,0,0,0
1193,M16052,1,297.2,308.3,149.8539695762331,43.7,46,0,0,0,0,0,0
1194,L48373,0,297.1,308.2,141.05751014618173,50.8,49,0,0,0,0,0,0
1195,M16054,1,297.0,308.1,157.8126709653273,43.1,51,0,0,0,0,0,0
1196,M16055,1,297.0,308.0,147.44541520848094,47.9,54,0,0,0,0,0,0
1197,M16056,1,297.0,307.9,156.34659439365205,34.7,57,0,0,0,0,0,0
1198,M16057,1,296.9,307.9,150.90116712742974,47.6,60,0,0,0,0,0,0
1199,H30612,2,296.9,307.9,163.04865872131026,36.5,63,0,0,0,0,0,0
1200,M16059,1,296.9,307.9,207.24039538180668,20.4,68,0,0,0,0,0,0
1201,M16060,1,296.9,308.0,149.7492498211135,55.9,71,0,0,0,0,0,0
1202,L48381,0,296.9,308.0,173.62535398839591,41.0,74,0,0,0,0,0,0
1203,M16062,1,297.0,308.1,141.89526818713898,51.4,76,0,0,0,0,0,0
1204,H30617,2,297.0,308.1,147.6548547187203,47.6,79,0,0,0,0,0,0
1205,L48384,0,296.9,308.0,159.2787475370025,34.5,84,0,0,0,0,0,0
1206,L48385,0,296.8,308.0,143.57078426905355,54.5,86,0,0,0,0,0,0
1207,H30620,2,296.9,308.0,138.02063724771156,53.5,88,0,0,0,0,0,0
1208,M16067,1,297.0,308.1,164.72417480322483,34.9,93,0,0,0,0,0,0
1209,L48388,0,297.0,308.1,155.92771537317338,44.1,96,0,0,0,0,0,0
1210,H30623,2,297.0,308.1,265.9881780039358,13.3,98,0,0,0,0,0,0
1211,L48390,0,297.0,308.1,160.95426361891708,39.0,103,0,0,0,0,0,0
1212,H30625,2,296.9,308.0,148.28317324943825,46.9,105,0,0,0,0,0,0
1213,L48392,0,296.9,307.9,142.31414720761762,56.5,110,0,0,0,0,0,0
1214,M16073,1,296.8,307.8,162.42034019059233,38.9,112,0,0,0,0,0,0
1215,M16074,1,296.8,307.8,177.39526517270366,33.0,115,0,0,0,0,0,0
1216,L48395,0,296.8,307.9,178.96606149949855,28.4,118,0,0,0,0,0,0
1217,L48396,0,296.9,308.0,158.54570925116488,41.0,120,0,0,0,0,0,0
1218,L48397,0,297.0,308.1,152.36724369910496,43.5,122,0,0,0,0,0,0
1219,M16078,1,297.0,308.2,178.23302321366094,30.7,124,0,0,0,0,0,0
1220,M16079,1,296.9,308.1,142.1047076973783,41.8,127,0,0,0,0,0,0
1221,L48400,0,297.0,308.2,165.14305382370344,29.4,130,0,0,0,0,0,0
1223,L48402,0,297.0,308.3,146.50293741240404,59.0,135,0,0,0,0,0,0
1224,L48403,0,297.0,308.3,156.24187463853238,48.1,137,0,0,0,0,0,0
1225,L48404,0,297.1,308.3,184.62092827596018,25.7,139,0,0,0,0,0,0
1226,H30639,2,297.1,308.3,156.24187463853238,41.5,141,0,0,0,0,0,0
1227,L48406,0,297.1,308.4,155.8229956180537,42.5,146,0,0,0,0,0,0
1228,L48407,0,297.1,308.4,148.91149178015618,42.1,148,0,0,0,0,0,0
1229,M16088,1,297.1,308.4,165.77137235442143,38.2,150,0,0,0,0,0,0
1230,L48409,0,297.1,308.4,136.55456067603632,53.5,153,0,0,0,0,0,0
1231,M16090,1,297.1,308.4,196.87313962496037,23.5,155,0,0,0,0,0,0
1232,M16091,1,297.2,308.5,167.97048721193426,40.7,158,0,0,0,0,0,0
1233,L48412,0,297.2,308.6,157.07963267948966,37.1,161,0,0,0,0,0,0
1234,M16093,1,297.2,308.5,142.8377459832159,55.6,163,0,0,0,0,0,0
1235,H30648,2,297.2,308.5,255.51620249196984,14.0,166,0,0,0,0,0,0
1236,H30649,2,297.1,308.4,173.20647496791725,31.4,171,0,0,0,0,0,0
1237,H30650,2,297.1,308.4,142.31414720761762,46.6,176,0,0,0,0,0,0
1238,M16097,1,297.1,308.4,157.28907218972896,37.3,181,0,0,0,0,0,0
1239,M16098,1,297.1,308.4,169.1224045182505,32.6,184,0,0,0,0,0,0
1240,H30653,2,297.2,308.5,155.19467708733578,39.3,187,0,0,0,0,0,0
1241,L48420,0,297.2,308.6,171.3215193757634,31.3,192,0,0,0,0,0,0
1242,M16101,1,297.1,308.5,169.7507230489685,32.4,194,0,0,0,0,0,0
1243,L48422,0,297.1,308.4,153.72860051566056,44.4,197,0,0,0,0,0,0
1244,M16103,1,297.1,308.4,149.9586893313528,53.4,199,0,0,0,0,0,0
1245,L48424,0,297.1,308.4,180.74629733653276,28.4,202,0,0,0,0,0,0
1246,M16105,1,297.1,308.4,166.29497113001972,33.4,204,0,0,0,0,0,0
1247,H30660,2,297.2,308.5,173.10175521279757,33.3,207,0,0,0,0,0,0
1248,L48427,0,297.2,308.5,158.44098949604523,42.9,212,0,0,0,0,0,0
1249,L48428,0,297.2,308.6,155.92771537317338,40.2,214,0,0,0,0,0,0
1250,L48429,0,297.3,308.7,153.62388076054089,36.8,216,0,0,0,0,0,0
1251,L48430,0,297.3,308.7,162.21090068035298,36.1,218,0,0,0,0,0,0
1252,M16111,1,297.4,308.8,142.31414720761762,48.7,220,0,0,0,0,0,0
1253,L48432,0,297.5,308.8,160.5353845984384,41.5,223,0,0,0,0,0,0
1254,L48433,0,297.5,308.8,137.07815945163463,57.3,0,0,0,0,0,0,0
1255,H30668,2,297.5,308.8,149.7492498211135,49.4,2,0,0,0,0,0,0
1256,H30669,2,297.5,308.9,148.59733251479722,50.7,7,0,0,0,0,0,0
1257,M16116,1,297.5,308.9,160.74482410867773,37.7,12,0,0,0,0,0,0
1258,L48437,0,297.5,308.9,153.5191610054212,43.0,15,0,0,0,0,0,0
1259,L48438,0,297.5,308.9,149.4350905557545,50.4,17,0,0,0,0,0,0
1260,M16119,1,297.5,308.9,134.0412865531645,48.5,19,0,0,0,0,0,0
1261,L48440,0,297.6,309.0,160.01178582284012,33.8,22,0,0,0,0,0,0
1262,H30675,2,297.6,309.0,197.39673840055866,25.2,24,0,0,0,0,0,0
1263,H30676,2,297.8,309.2,172.57815643719928,33.0,29,0,0,0,0,0,0
1264,L48443,0,297.8,309.2,146.60765716752366,56.9,34,0,0,0,0,0,0
1265,M16124,1,297.8,309.3,234.88641073339684,15.7,36,0,0,0,0,0,0
1266,L48445,0,297.9,309.4,163.1533784764299,35.7,39,0,0,0,0,0,0
1267,L48446,0,298.0,309.6,171.00736011040442,34.8,41,0,0,0,0,0,0
1268,M16127,1,298.1,309.6,162.21090068035298,38.7,43,0,0,0,0,0,0
1269,L48448,0,298.0,309.5,156.66075365901102,45.8,46,0,0,0,0,0,0
1270,L48449,0,298.1,309.5,153.62388076054089,41.8,48,0,0,0,0,0,0
1271,M16130,1,298.0,309.4,133.62240753268586,65.9,50,0,0,0,0,0,0
1272,H30685,2,298.0,309.4,156.03243512829306,40.5,53,0,0,0,0,0,0
1273,H30686,2,298.0,309.4,163.57225749690858,38.1,58,0,0,0,0,0,0
1274,L48453,0,298.1,309.4,146.2934979021647,48.2,63,0,0,0,0,0,0
1275,H30688,2,298.1,309.5,160.22122533307945,40.2,65,0,0,0,0,0,0
1276,M16135,1,298.1,309.4,142.6283064729766,47.6,70,0,0,0,0,0,0
1277,M16136,1,298.2,309.4,177.29054541758398,34.4,73,0,0,0,0,0,0
1278,M16137,1,298.2,309.4,147.44541520848094,46.5,76,0,0,0,0,0,0
1279,L48458,0,298.2,309.4,146.39821765728436,52.9,79,0,0,0,0,0,0
1280,M16139,1,298.3,309.6,160.32594508819912,40.1,81,0,0,0,0,0,0
1281,H30694,2,298.3,309.5,159.2787475370025,37.1,84,0,0,0,0,0,0
1282,H30695,2,298.3,309.5,149.4350905557545,54.3,89,0,0,0,0,0,0
1283,L48462,0,298.3,309.4,161.89674141499398,36.1,94,0,0,0,0,0,0
1284,L48463,0,298.3,309.4,141.99998794225863,45.4,96,0,0,0,0,0,0
1285,L48464,0,298.4,309.5,225.4616327726275,15.3,98,1,0,0,1,0,0
1286,M16145,1,298.5,309.6,156.24187463853238,41.7,100,0,0,0,0,0,0
1287,L48466,0,298.5,309.6,165.66665259930176,40.3,103,0,0,0,0,0,0
1288,L48467,0,298.5,309.6,148.59733251479722,41.5,105,0,0,0,0,0,0
1289,M16148,1,298.5,309.6,150.90116712742974,48.2,107,0,0,0,0,0,0
1290,M16149,1,298.6,309.7,171.2167996206437,32.2,110,0,0,0,0,0,0
1291,L48470,0,298.6,309.7,149.64453006599382,45.8,113,0,0,0,0,0,0
1292,M16151,1,298.6,309.7,175.40558982543013,28.4,115,0,0,0,0,0,0
1293,M16152,1,298.7,309.7,195.61650256352445,23.8,118,0,0,0,0,0,0
1294,H30707,2,298.7,309.8,165.66665259930176,33.4,121,0,0,0,0,0,0
1295,L48474,0,298.8,309.9,155.61355610781442,40.3,126,0,0,0,0,0,0
